iter	MultiClass
0	1.522509608
1	1.279453592
2	1.094843471
3	0.9599036346
4	0.8549337061
5	0.7664754627
6	0.6905899566
7	0.6258855764
8	0.5669078826
9	0.5188981839
10	0.4755716483
11	0.4362051206
12	0.4022758717
13	0.3712322507
14	0.3418426241
15	0.3154615724
16	0.2933711522
17	0.2731687425
18	0.2551190988
19	0.238481726
20	0.2244186408
21	0.2096090933
22	0.1959224973
23	0.1828589974
24	0.1710807152
25	0.1610231095
26	0.1522692099
27	0.1440935868
28	0.1375153685
29	0.1309015468
30	0.1241332614
31	0.1180810674
32	0.1126327794
33	0.1075715527
34	0.1028922948
35	0.09890530835
36	0.09477994848
37	0.0911803095
38	0.08840215742
39	0.08604740456
40	0.08388325538
41	0.08122817081
42	0.07817226991
43	0.07608081598
44	0.07349053854
45	0.07152347617
46	0.07019028604
47	0.06817844561
48	0.06744125744
49	0.06542161957
50	0.06409400286
51	0.06310206256
52	0.06137112214
53	0.05985949228
54	0.0589041345
55	0.05749605102
56	0.05646821553
57	0.05527806569
58	0.054544775
59	0.05368293425
60	0.05309864894
61	0.05188477205
62	0.051310227
63	0.05065687581
64	0.04972318641
65	0.04881598371
66	0.04814226571
67	0.04762043791
68	0.04703679726
69	0.0464358506
70	0.04582604766
71	0.04523021441
72	0.04434009666
73	0.04392827761
74	0.04314943126
75	0.04257868299
76	0.04217539573
77	0.04186928727
78	0.04120730861
79	0.04069647371
80	0.04039002907
81	0.04013254223
82	0.03983228706
83	0.03954420646
84	0.0389486401
85	0.03835836396
86	0.03808975002
87	0.03761565279
88	0.03723928529
89	0.03690313378
90	0.03667764742
91	0.03640045833
92	0.03627730901
93	0.03593025788
94	0.03534644998
95	0.0348134375
96	0.03454125213
97	0.0342765424
98	0.0340088837
99	0.03390017277
100	0.03375340424
101	0.0334932757
102	0.03341013001
103	0.03311046989
104	0.03281908807
105	0.03244145035
106	0.03212717912
107	0.03196967395
108	0.03178236944
109	0.03148580896
110	0.03122685617
111	0.03102945385
112	0.03082686206
113	0.03063088697
114	0.03026130268
115	0.03006124875
116	0.02982105319
117	0.02961593605
118	0.02936957866
119	0.02924979929
120	0.02911207725
121	0.02903986964
122	0.02877383416
123	0.02848409476
124	0.02831862867
125	0.02785100122
126	0.02763785076
127	0.02752612049
128	0.02714271064
129	0.02697258694
130	0.02680716713
131	0.02662703234
132	0.02655772042
133	0.02619254988
134	0.02597332817
135	0.02590167449
136	0.02564950191
137	0.02557578617
138	0.02543331366
139	0.02519034664
140	0.02499320478
141	0.02491301832
142	0.02450772513
143	0.02440872678
144	0.02418034495
145	0.02395604382
146	0.02375183817
147	0.02364569284
148	0.02358367934
149	0.02348814302
150	0.02335226652
151	0.02321714223
152	0.02297445253
153	0.02280944563
154	0.02261004229
155	0.02245958932
156	0.02236038977
157	0.02211556255
158	0.02197606091
159	0.02182361513
160	0.02162308221
161	0.02149584426
162	0.02139065792
163	0.02123730369
164	0.02108227665
165	0.02091805109
166	0.02083486035
167	0.0207688532
168	0.0207180283
169	0.02055825081
170	0.02051356908
171	0.02037589437
172	0.02026881718
173	0.02019219664
174	0.02001177112
175	0.01990909034
176	0.01983653975
177	0.01969255513
178	0.01962406497
179	0.01947054029
180	0.01934824789
181	0.01924653796
182	0.019161511
183	0.01908104113
184	0.01894744897
185	0.01871924718
186	0.01860155205
187	0.018521826
188	0.01847126116
189	0.01842739392
190	0.01829518839
191	0.01822703521
192	0.01815977851
193	0.0180436064
194	0.01785132305
195	0.01782050266
196	0.01772226892
197	0.01752616496
198	0.01732846475
199	0.01725097893
200	0.01711240886
201	0.01703871746
202	0.01690108072
203	0.01686155216
204	0.01681947538
205	0.01673222083
206	0.01659489958
207	0.01654252075
208	0.01638475646
209	0.0163141713
210	0.016260151
211	0.01621374002
212	0.01610275739
213	0.0160341728
214	0.01596214442
215	0.01587081913
216	0.01577102169
217	0.01567707193
218	0.01552376153
219	0.01543526449
220	0.01538468421
221	0.01533828973
222	0.01519454367
223	0.01512675007
224	0.01507759617
225	0.01501241694
226	0.01493196282
227	0.01486657298
228	0.01475625508
229	0.01467400753
230	0.01460368786
231	0.01448201339
232	0.01442751555
233	0.01435632551
234	0.01428234902
235	0.01419933188
236	0.01416269323
237	0.01408322936
238	0.01393071502
239	0.01386924341
240	0.01374327281
241	0.01365706952
242	0.01359206869
243	0.01354265831
244	0.01352397434
245	0.01341150763
246	0.01335090196
247	0.01329802303
248	0.01323196391
249	0.01316371787
250	0.01311840213
251	0.01305395965
252	0.01294061307
253	0.01284757139
254	0.0127764413
255	0.01271914086
256	0.0126419508
257	0.01251380926
258	0.01248506125
259	0.01243570027
260	0.01237873563
261	0.01229776922
262	0.01221435415
263	0.01213813073
264	0.01206536029
265	0.01203458041
266	0.01198983065
267	0.01191888899
268	0.01189361189
269	0.01184773434
270	0.01180484546
271	0.01167822084
272	0.01164163156
273	0.01161105929
274	0.01154131762
275	0.01151011387
276	0.01141331151
277	0.01138728002
278	0.01132132064
279	0.01124029935
280	0.01120416169
281	0.01117912546
282	0.01113604105
283	0.01110615468
284	0.01108206054
285	0.01105883638
286	0.01103001186
287	0.01097155138
288	0.01094102993
289	0.01086429206
290	0.01078635398
291	0.01076636068
292	0.0107122973
293	0.01064047329
294	0.01060373763
295	0.01058291425
296	0.01052330987
297	0.01050850263
298	0.01046850458
299	0.01044826206
300	0.01043068143
301	0.01039362145
302	0.01033655703
303	0.01029487678
304	0.01023430896
305	0.01021158096
306	0.01015473575
307	0.01011659586
308	0.01009045382
309	0.01006144013
310	0.009987317175
311	0.009956714348
312	0.009873160317
313	0.009832009534
314	0.009792649584
315	0.009762970839
316	0.009700744537
317	0.009660241807
318	0.009627684255
319	0.009587094188
320	0.009532538361
321	0.009503263329
322	0.009469710776
323	0.009444821555
324	0.009411861375
325	0.009384115833
326	0.009341938363
327	0.009305571925
328	0.009255113812
329	0.009217625675
330	0.009164014077
331	0.009133137704
332	0.009088549112
333	0.009056029896
334	0.009031606245
335	0.008990954721
336	0.008941436921
337	0.008903286957
338	0.008851656259
